"SeqID","mean.temp","mean.cloud","mean.wind","start.hour","ord.date","week","duration","num.species","un.id.species","abund","un.id.abund"
4010,71.5,90,18,16,136,7,75,4,0,15,0
4011,82,NA,2,10,197,16,115,9,0,78,0
4013,75,10,6,12,108,3,25,1,0,1,0
4015,61,50,6,13,124,5,20,1,0,1,0
4016,60,20,10,14,135,7,25,1,0,1,0
4017,60,0,10,15,142,8,30,5,0,6,0
4018,68,0,10,13,153,9,60,10,0,93,0
4019,82,NA,5,13,204,17,33,4,0,7,0
4020,92,10,5,14,212,18,115,9,0,42,0
4021,67,10,8,16,158,10,60,10,0,126,0
4022,78.5,35,6.5,14,219,19,90,9,0,34,0
4023,66,20,22,14,167,11,60,12,0,87,0
4024,81,10,6,11,172,12,80,11,0,387,0
4025,87,0,4,11,176,13,90,10,0,1441,0
4026,87,72.5,12.5,14,226,20,85,7,0,25,0
4027,88,0,8,11,182,14,90,11,0,1259,0
4028,75,0,16,14,192,15,120,15,0,367,0
4029,86,0,22,13,197,16,105,15,0,184,0
4030,75,25,22,14,204,17,90,12,0,139,0
4031,96,15,3,14,252,24,45,5,0,9,0
4032,84,0,16,15,211,18,90,12,0,132,0
4033,70,40,22,13,219,19,75,12,0,104,0
4034,80.5,82.5,3,14,260,25,75,8,0,18,0
4035,85,20,22,13,225,20,90,13,0,128,0
4036,79.5,0,10,13,233,21,60,13,0,95,0
4039,82,5,15,13,106,3,70,2,0,9,0
4040,56.5,0,14,14,116,4,NA,2,0,7,0
4041,70,60,8,12,121,5,70,5,0,25,0
4042,74.5,30,10,12,240,22,80,12,0,49,0
4044,81.5,12.5,22,11,246,23,80,13,0,32,0
4045,74,20,10,14,135,7,93,7,0,11,0
4046,85.5,0,6,12,252,24,75,8,0,45,0
4047,73,0,7.5,15,142,8,94,4,0,5,0
4048,82,97.5,10,14,150,9,60,10,0,12,0
4049,75,10,6,15,264,25,90,9,0,67,0
4050,72,80,10,15,165,11,72,5,0,57,0
4051,68.5,20,8,12,272,26,75,9,0,170,0
4052,78,32.5,16,13,274,27,60,4,0,24,0
4053,70,50,10,13,284,28,60,3,0,5,0
4057,88,15,2.5,13,171,12,61,10,0,54,0
4058,82,70,15,13,178,13,69,7,0,54,0
4060,81,75,15,13,191,15,63,9,0,55,0
4061,NA,100,3,12,199,16,60,10,0,81,0
4062,85,80,10,13,203,17,NA,14,0,96,0
4063,88,75,15,13,210,18,65,12,0,79,0
4064,83.5,0,0,13,222,19,85,15,0,150,0
4065,86,80,5,13,224,20,101,13,0,199,0
4066,86.5,0,8,12,234,21,90,20,0,326,0
4067,72.5,10,10,11,241,22,75,20,0,204,0
4068,87,37.5,15,12,246,23,90,16,0,218,0
4069,81,37.5,5,11,253,24,100,15,0,318,0
4070,81,85,10,14,261,25,75,12,0,144,0
4071,67,0,10,14,266,26,98,15,0,178,0
4072,77.5,90,10,14,275,27,82,12,0,128,0
4073,66,85,10,15,284,28,57,7,0,32,0
4074,55.5,5,10,15,287,29,59,7,0,28,0
4075,51.5,0,0,14,294,30,56,7,0,22,0
4077,76,55,2,16,109,3,44,1,0,1,0
4078,67,92.5,16,11,118,4,52,1,0,4,0
4079,77,10,10,15,125,5,41,2,0,5,0
4082,79,0,5,11,152,9,52,1,0,3,0
4083,80.5,0,5,13,160,10,45,2,0,3,0
4084,80.5,70,5,11,163,11,39,3,0,7,0
4085,76,70,3.5,16,186,14,41,4,0,26,0
4086,78,82.5,8,13,194,15,62,5,0,90,0
4087,81,5,6,13,201,16,41,4,0,44,0
4088,80.5,97.5,8,16,208,17,42,5,0,33,0
4089,84,0,8,16,215,18,42,4,0,17,0
4090,85,25,2,15,222,19,47,4,0,34,0
4091,88.5,50,22,11,226,20,46,3,0,15,0
4092,80,0,7.5,15,249,23,56,8,0,43,0
4093,86.5,92.5,5,16,262,25,42,5,0,39,0
4094,68,95,2,16,269,26,42,6,0,28,0
4095,75,0,2,12,147,9,60,8,0,41,0
4096,80.5,35,2.5,14,159,10,100,15,0,80,0
4097,87,2.5,3.5,13,173,12,90,12,0,87,0
4098,83.5,0,2,11,180,13,100,15,0,108,0
4099,75,7.5,3.5,13,187,14,120,17,0,90,0
4100,81,0,2,12,194,15,130,18,0,97,0
4101,82.5,10,2,12,201,16,130,17,0,153,0
4102,87.5,15,12.5,12,209,17,120,28,0,154,0
4103,81,0,3.5,12,215,18,140,21,0,251,0
4104,81.5,0,5,12,222,19,175,18,0,168,0
4105,87,25,5,12,229,20,110,18,0,156,0
4106,75,0,10,12,243,22,95,11,0,68,0
4107,83.5,0,10,12,245,23,85,14,0,71,0
4108,80,20,5,12,257,24,75,12,0,93,0
4109,72,0,3.5,13,260,25,90,12,0,88,0
4110,93,30,4,12,202,16,80,11,0,69,0
4111,71.5,25,2,12,272,26,100,8,0,38,0
4112,80,55,8,11,208,17,65,16,0,81,0
4113,60,0,10,12,279,27,75,9,0,29,0
4114,95.5,25,6,12,216,18,80,16,0,67,0
4115,92,10,6,12,223,19,100,15,0,61,0
4117,66.5,0,2.5,15,114,4,60,2,0,4,0
4118,84.5,2.5,8,12,230,20,80,16,0,59,0
4119,59,35,2,11,124,5,60,0,0,0,0
4120,62,2.5,13.5,16,130,6,60,0,0,0,0
4121,82.5,50,6,12,237,21,90,15,0,88,0
4122,73.5,37.5,2.5,12,136,7,70,7,0,19,0
4123,80,0,4,12,244,22,75,13,0,115,0
4124,75.5,5,3,16,143,8,80,4,0,32,0
4125,71,2.5,2,13,147,9,95,4,0,59,0
4126,87,0,2,12,250,23,70,13,0,142,0
4127,77.5,10,2,11,160,10,100,11,0,155,0
4128,85.5,0,4,14,256,24,65,11,0,95,0
4129,73.5,20,6,13,259,25,90,9,0,93,0
4130,85,5,3,16,161,11,105,14,0,217,0
4131,72,15,4,12,271,26,105,5,0,20,0
4132,75,50,3,14,169,12,109,11,0,84,0
4133,67,10,6,13,278,27,70,8,0,22,0
4134,62,25,10,14,286,28,50,3,0,6,0
4135,79,5,1,15,179,13,95,10,0,167,0
4136,62,0,3,15,142,8,75,6,0,12,0
4137,82,20,4,10,156,10,75,11,0,46,0
4138,79.5,17.5,1,13,188,14,125,13,0,63,0
4139,78,70,5,14,168,12,70,8,0,29,0
4140,96,NA,NA,14,183,14,85,10,0,53,0
4141,71,20,2,16,192,15,95,13,0,48,0
4142,87,60,NA,14,199,16,105,10,0,74,0
4143,88.5,50,13,13,210,18,90,13,0,74,0
4144,89.5,10,4,14,199,16,175,14,0,80,0
4145,90,5,3,13,225,20,85,10,0,106,0
4146,74.5,50,2,15,205,17,100,14,0,210,0
4147,82,60,3,14,240,22,85,13,0,124,0
4148,75,0,4,11,255,24,85,13,0,126,0
4149,83,60,15,14,276,27,60,8,0,116,0
4150,90,27.5,2,15,213,18,130,18,0,381,0
4152,85,20,10,12,151,9,60,6,0,20,0
4153,85.5,25,7.5,14,160,10,75,9,0,29,0
4154,75,7.5,3,15,220,19,110,10,0,251,0
4155,84.5,60,7.5,15,163,11,60,8,0,35,0
4156,90,25,2.5,15,171,12,75,6,0,23,0
4157,87.5,100,2.5,15,234,21,71,11,0,59,0
4158,75.5,27.5,2,15,241,22,125,11,0,132,0
4159,87,65,2,14,245,23,75,11,0,77,0
4160,87,2.5,NA,11,252,24,100,12,0,122,0
4161,74.5,0,2,11,260,25,90,10,0,95,0
4162,65.5,17.5,4,11,267,26,100,9,0,163,0
4163,77.5,2.5,2.5,11,273,27,75,7,0,61,0
4164,68,75,1,12,283,28,70,7,0,20,0
4168,61,30,10,14,124,5,15,1,0,4,0
4169,72,30,22,10,129,6,20,2,0,6,0
4170,60,30,10,15,135,7,15,2,0,5,0
4172,68,10,5,15,153,9,30,5,0,37,0
4173,78,0,15,16,160,10,30,7,0,179,0
4174,67,25,22,16,167,11,45,9,0,208,0
4175,72,25,10,14,169,12,50,11,0,173,0
4176,93,35,12.5,14,175,13,60,10,0,33,0
4178,90,0,5,13,176,13,30,5,0,78,0
4180,91,0,10,13,182,14,30,9,0,47,0
4182,84.5,15,5,10,184,14,60,9,0,45,0
4183,73,0,10,16,192,15,55,14,0,70,0
4184,82,55,2.5,14,195,15,NA,10,0,55,0
4186,87,0,10,15,197,16,30,9,0,43,0
4187,87,15,7.5,15,199,16,60,9,0,45,0
4188,72,15,18.5,15,205,17,30,8,0,63,0
4189,85,20,10,14,214,18,30,11,0,63,0
4190,83,30,5,14,205,17,60,11,0,47,0
4191,74,0,18.5,15,220,19,49,11,0,45,0
4192,93,0,2.5,15,213,18,60,16,0,61,0
4193,88.5,20,22,15,225,20,45,13,0,88,0
4194,77,5,7.5,14,218,19,60,19,0,101,0
4195,89,20,7.5,14,225,20,75,16,0,111,0
4196,79.5,20,7.5,15,232,21,75,15,0,64,0
4197,73,0,15,16,232,21,60,9,0,61,0
4198,83,35,5,15,239,22,60,15,0,99,0
4199,76.5,30,10,13,240,22,45,15,0,72,0
4200,82,0,7.5,14,247,23,50,15,0,86,0
4201,83.5,30,22,12,246,23,60,10,0,128,0
4202,71.5,20,5,13,256,24,60,13,0,83,0
4203,73,7.5,10,14,255,24,75,13,0,77,0
4204,84,20,10,15,262,25,60,12,0,63,0
4205,72,100,5,15,268,26,71,15,0,46,0
4206,69,10,15,15,259,25,45,10,0,39,0
4207,67,30,10,11,268,26,45,7,0,57,0
4208,81,55,12.5,14,276,27,60,10,0,62,0
4209,77.5,0,15,13,273,27,45,8,0,33,0
4210,73,55,12.5,14,285,28,60,8,0,37,0
4211,64,0,5,15,295,30,60,5,0,33,0
4212,60.5,30,5,11,283,28,45,4,0,9,0
4216,68,95,NA,14,283,28,60,6,0,16,0
4218,84.5,35,2,15,106,3,60,1,0,1,0
4219,64.5,0,1.5,14,114,4,52,1,0,4,0
4220,70.5,5,1.5,13,125,5,60,3,0,5,0
4221,61.5,100,1,12,131,6,65,2,0,3,0
4222,63,7.5,0.5,16,135,7,70,4,0,4,0
4223,60,2.5,NA,16,143,8,60,4,0,7,0
4224,72.5,10,2,15,147,9,85,7,0,33,0
4225,77.5,25,2,12,159,10,90,13,0,115,0
4226,86.5,0,1.5,14,161,11,80,11,0,108,0
4227,83.5,90,13,13,227,20,60,15,0,143,0
4228,74.5,40,3,16,169,12,105,7,0,51,0
4229,77.5,95,3,15,178,13,80,9,0,81,0
4230,86,100,13,13,234,21,120,17,0,174,0
4231,79,10,2,13,241,22,90,17,0,407,0
4232,90,0,1.5,15,184,14,60,11,0,44,0
4233,81.5,10,2.5,14,248,23,80,16,0,306,0
4234,75.5,17.5,2,15,197,16,80,13,0,36,0
4235,75.5,0,1,13,256,24,62,14,0,467,0
4236,84.5,50,13,12,262,25,75,11,0,279,0
4237,72.5,90,1,13,269,26,60,9,0,237,0
4238,86,75,2,16,198,16,75,10,0,37,0
4239,60,5,6,15,110,3,10,1,0,2,0
4240,72.5,2.5,2.5,15,205,17,75,8,0,169,0
4241,82,0,12.5,13,126,6,15,1,0,3,0
4242,77,90,14,15,143,8,20,0,0,0,0
4243,90,0,11,13,152,9,20,0,0,0,0
4244,66,5,10,15,158,10,15,0,0,0,0
4245,75,65,13,14,165,11,20,1,0,4,0
4246,82.5,0,2,14,215,18,100,13,0,114,0
4247,85,0,5,14,180,13,10,0,0,0,0
4248,78,10,8,14,193,15,15,5,0,15,0
4249,84,0,10,14,202,16,20,5,0,12,0
4250,85.5,7.5,3,12,223,19,75,14,0,90,0
4252,93,45,3,15,225,20,75,12,0,54,0
4253,74,2.5,2.5,15,232,21,75,10,0,50,0
4254,75,40,3.5,16,239,22,70,12,0,31,0
4255,84,30,1.5,12,245,23,83,13,0,60,0
4256,84.5,10,3,11,253,24,70,9,0,63,0
4257,76,0,1.5,16,259,25,75,11,0,73,0
4258,70,100,3,15,268,26,100,9,0,95,0
4259,82,85,8,15,207,17,15,3,0,15,0
4261,79,100,6.5,13,208,17,15,2,0,13,0
4262,83,0,13,13,215,18,10,1,0,13,0
4263,81,57.5,2.5,15,274,27,75,5,0,30,0
4264,85,0,7,14,250,23,20,1,0,9,0
4265,NA,0,13,14,278,27,10,3,0,11,0
4267,82,0,5,15,233,21,20,3,0,17,0
4268,92,45,13,14,262,25,25,1,0,15,0
4269,75.5,62.5,10,15,92,1,74,3,0,6,0
4270,78,20,10,13,101,2,90,6,0,12,0
4271,85.5,17.5,7.5,12,106,3,75,7,0,33,0
4272,71,0,12.5,15,114,4,80,10,0,77,0
4273,69.5,15,3.5,14,121,5,62,9,0,94,0
4274,82,10,10,15,101,2,60,1,0,1,0
4275,66,12.5,6,11,130,6,75,8,0,65,0
4276,74,15,13,14,106,3,45,0,0,0,0
4277,80,0,18,14,130,6,113,8,0,28,0
4278,76,0,12.5,14,143,8,81,8,0,107,0
4279,68,100,16,14,136,7,NA,0,0,0,0
4280,64.5,2.5,15,14,143,8,60,4,0,6,0
4281,85,20,15,11,151,9,90,12,0,115,0
4282,84,90,6,14,151,9,50,5,0,19,0
4283,93.5,1,13,14,158,10,110,7,0,30,0
4284,75.5,67.5,3.5,15,158,10,62,10,0,105,0
4285,75.5,95,6,14,164,11,125,7,0,19,0
4286,92.5,16,6,14,171,12,100,6,0,17,0
4287,88,100,12.5,14,178,13,100,9,0,39,0
4288,82.5,100,0,13,164,11,78,10,0,101,0
4289,76,72.5,16,14,186,14,75,10,0,41,0
4290,81,12.5,16,15,193,15,80,6,0,22,0
4291,89,15,7.5,14,171,12,80,11,0,83,0
4292,84,52.5,2,13,179,13,110,12,0,122,0
4293,84,90,0,12,195,15,85,20,0,252,0
4294,94,50,7.5,11,202,16,75,15,0,376,0
4295,92.5,70,16,12,199,16,NA,8,0,31,0
4296,80,25,9,11,206,17,95,9,0,30,0
4297,86,80,12.5,11,209,17,60,17,0,350,0
4299,89,0,3.5,11,215,18,65,19,0,179,0
4300,88,0,4,11,223,19,100,15,0,154,0
4301,85,NA,2,14,230,20,75,14,0,87,0
4302,90,30,10,12,235,21,90,18,0,252,0
4303,84,50,7.5,11,239,22,80,17,0,173,0
4304,83,0,10,14,247,23,75,17,0,272,0
4305,79,75,10,14,257,24,65,12,0,248,0
4306,90,55,15,14,263,25,80,13,0,249,0
4307,75,0,3.5,14,267,26,80,13,0,208,0
4308,71,0,7.5,12,278,27,70,8,0,115,0
4309,87.5,50,2,13,228,20,85,15,0,121,0
4312,82,47.5,6.5,13,108,3,60,2,0,3,0
4314,58.5,2.5,18.5,13,130,6,60,1,0,2,0
4315,72.5,82.5,4.5,13,136,7,55,2,0,10,0
4316,71.5,2.5,8,13,143,8,105,6,0,36,0
4317,70,89.5,3,13,150,9,NA,4,0,20,0
4318,65,55,2.5,13,158,10,NA,6,0,75,0
4321,74,99.5,0,13,164,11,135,11,0,142,0
4322,75,10,16,14,105,3,30,1,0,2,0
4323,84.5,10,1,13,171,12,75,5,0,37,0
4324,61.5,0,16,13,114,4,150,1,0,12,0
4325,68,0,6,15,125,5,30,3,0,18,0
4326,62,0,10,15,130,6,30,3,0,12,0
4327,80.5,87.5,4,13,178,13,105,7,0,43,0
4328,60,20,10,13,135,7,30,3,0,18,0
4329,60,0,10,14,142,8,45,7,0,46,0
4330,69,0,10,12,147,9,60,12,0,136,0
4331,65,20,8,11,162,11,75,11,0,87,0
4332,65,25,22,13,167,11,60,12,0,87,0
4333,73.5,17.5,5,13,182,14,135,16,0,79,0
4334,68,0,10,16,168,12,50,10,0,58,0
4335,83.5,0,4,11,175,13,90,12,0,481,0
4336,85.5,45,2,13,199,16,120,12,0,71,0
4337,82,30,2,13,206,17,100,11,0,156,0
4338,91,5,2.5,13,213,18,120,15,0,129,0
4339,84.5,0,6,10,182,14,60,7,0,306,0
4340,74,0,16,14,191,15,60,18,0,161,0
4341,81.5,0,16,11,196,16,135,17,0,120,0
4342,72,7.5,4,13,220,19,120,15,0,200,0
4343,90.5,50,16,11,203,17,75,12,0,164,0
4344,80.5,90,5,13,227,20,90,10,0,71,0
4345,86.5,100,3.5,13,234,21,135,14,0,75,0
4346,76,62.5,2,13,241,22,120,12,0,62,0
4347,87.5,0,10,14,212,18,75,13,0,339,0
4348,74.5,65,2,13,248,23,90,11,0,47,0
4349,71.5,5,22,14,219,19,90,12,0,278,0
4350,83,65,10,11,224,20,105,13,0,245,0
4351,77.5,0,10,11,233,21,75,9,0,109,0
4352,70.5,0,5,13,255,24,90,9,0,85,0
4353,73,30,10,16,240,22,45,12,0,88,0
4354,71,30,16,12,248,23,105,10,0,132,0
4355,83,45,5,13,262,25,90,6,0,54,0
4356,83.5,0,6,11,252,24,70,9,0,105,0
4357,66,100,3.5,13,269,26,90,4,0,10,0
4358,72.5,100,1.5,13,276,27,75,2,0,6,0
4359,81,20,22,12,263,25,75,9,0,175,0
4360,63.5,97.5,3,13,283,28,75,2,0,3,0
4361,72.5,30,6,13,268,26,90,14,0,296,0
4362,78,42.5,16,14,274,27,60,8,0,121,0
4363,63.5,37.5,6,11,282,28,90,10,0,95,0
4368,88.5,30,6.5,14,106,3,55,1,0,1,0
4369,63,0,4.5,14,114,4,90,4,0,26,0
4371,74,100,0,14,127,6,NA,3,0,17,0
4372,68,0,7,14,135,7,NA,4,0,7,0
4373,66.5,0,2.5,14,142,8,75,4,0,6,0
4374,80,20,2,15,152,9,60,11,0,47,0
4375,80,87.5,10,13,155,10,75,5,0,6,0
4376,93.5,60,6,14,162,11,75,6,0,66,0
4377,72.5,77.5,0,14,169,12,90,6,0,58,0
4378,91.5,5,0,14,176,13,75,6,0,55,0
4379,90,17.5,3,14,183,14,90,11,0,36,0
4380,76.5,37.5,2,14,191,15,70,6,0,27,0
4381,88,0,1.5,14,197,16,75,7,0,41,0
4382,86,60,3,14,204,17,90,8,0,71,0
4383,87,50,3,14,211,18,90,11,0,88,0
4384,76,0.5,4.5,14,218,19,90,10,0,98,0
4385,90,10,2.5,14,225,20,90,10,0,65,0
4386,76.5,45,3,14,232,21,105,8,0,68,0
4387,85.5,45,0,14,239,22,100,7,0,47,0
4388,88,95,9.5,14,246,23,60,10,0,40,0
4389,88,40,3,NA,253,24,NA,8,0,50,0
4390,78.5,3.5,0,14,260,25,90,9,0,82,0
4391,71,10,1.5,14,267,26,60,8,0,51,0
4392,85.5,75,1.5,14,274,27,60,6,0,38,0
4393,61,80,3.5,14,281,28,60,5,0,7,0
4394,85,80,2,13,214,18,38,8,0,74,0
4395,84.5,0,4,12,221,19,130,9,0,127,0
4396,85,80,14,13,227,20,70,15,0,53,0
4397,81.5,95,2,14,233,21,NA,16,0,88,0
4398,79,30,10,13,241,22,140,17,0,103,0
4399,79.5,8,16,14,248,23,120,12,0,102,0
4400,75,35,9,14,254,24,115,13,0,72,0
4401,69.5,95,9,12,269,26,60,9,0,42,0
4402,76.5,100,22,14,277,27,30,5,0,13,0
4403,73,95,2,14,283,28,NA,4,0,11,0
4404,77,60,6,11,106,3,55,1,0,1,0
4405,65,0,10,14,114,4,43,2,0,6,0
4406,70,10,10,13,125,5,60,3,0,14,0
4408,59.5,0,10,13,142,8,40,0,0,0,0
4409,60,40,8,15,146,8,60,2,0,3,0
4410,70.5,0,10,13,147,9,90,2,0,3,0
4411,79,40,10,11,155,10,69,6,0,40,0
4412,79.5,0,8,15,160,10,80,5,0,68,0
4413,70,45,16,15,167,11,84,6,0,77,0
4414,92,12.5,2,14,176,13,80,7,0,83,0
4415,90,0.5,10,14,184,14,65,6,0,29,0
4416,76,27.5,10,14,193,15,90,7,0,21,0
4417,74.5,92.5,8,11,205,17,85,6,0,27,0
4418,85,10,10,12,212,18,72,8,0,63,0
4419,68,12.5,13,11,218,19,83,8,0,75,0
4420,81.5,52.5,11,11,226,20,20,5,0,65,0
4421,88,98.5,6,11,234,21,60,5,0,22,0
4422,74,60,1,11,238,22,65,4,0,44,0
4423,72,40,4,11,241,22,97,9,0,49,0
4424,85,50,10,13,245,23,82,8,0,46,0
4425,85,45,8.5,11,252,24,80,8,0,37,0
4426,77,2.5,2,14,260,25,57,7,0,28,0
4427,79.5,75,22,11,263,25,60,4,0,15,0
4428,65,NA,NA,15,271,26,46,3,0,8,0
4429,76.5,25,10,11,274,27,54,5,0,14,0
4432,80,0,13,13,109,3,45,1,0,3,0
4433,63,10,10,13,113,4,35,2,0,5,0
4434,61,10,21.5,12,130,6,23,1,0,1,0
4435,62.5,20,9,15,133,7,20,2,0,3,0
4437,72,0,10,12,143,8,30,2,0,2,0
4438,85,90,10,13,155,10,30,2,0,2,0
4439,76,5,7,14,168,12,22,1,0,1,0
4440,88.5,50,6,15,191,15,45,6,0,34,0
4441,86,60,5,13,194,15,50,9,0,25,0
4442,76.5,40,12,11,196,16,75,9,0,29,0
4443,84,0,3,12,195,15,41,8,0,15,0
4444,90,0,4,13,213,18,36,3,0,14,0
4445,93.5,15,12,11,217,19,40,9,0,18,0
4446,78,94.5,5,15,230,20,30,7,0,67,0
4449,84,55,3,14,237,21,58,9,0,177,0
4450,86,35,2,13,242,22,29,6,0,11,0
4451,92,3,3,16,248,23,45,6,0,27,0
4452,87,45,3,15,247,23,42,9,0,43,0
4453,95.5,20,7,16,253,24,50,11,0,79,0
4454,69,42.5,5.5,11,264,25,60,8,0,92,0
4455,70.5,0,6,13,266,26,40,10,0,66,0
4456,80,17.5,3,14,272,26,40,5,0,52,0
4457,73,0,15,11,273,27,36,3,0,20,0
4458,63.5,75,2,15,282,28,35,3,0,21,0
4464,72,0,13,12,105,3,20,1,0,1,0
4465,62,10,9,11,113,4,25,1,0,1,0
4466,68,6,13,13,121,5,20,2,0,3,0
4467,81,20,16,12,151,9,20,3,0,9,0
4468,60,10,11.5,11,124,5,20,1,0,1,0
4469,72,67.5,4,16,158,10,23,4,0,22,0
4470,60,10,5,15,135,7,20,2,0,3,0
4471,65,50,5.5,13,142,8,30,2,0,4,0
4472,67.5,80,11,13,148,9,25,3,0,3,0
4473,82,20,6,12,163,11,25,3,0,28,0
4474,68,10,10,15,154,10,28,3,0,3,0
4475,73.5,25,6,11,167,11,32,3,0,6,0
4476,79,10,7.5,13,176,13,35,3,0,5,0
4477,90,0,6,14,183,14,30,3,0,6,0
4478,78,15,6,16,170,12,27,4,0,22,0
4479,83.5,0,4,11,201,16,31,4,0,6,0
4480,81,60,2,16,179,13,31,6,0,15,0
4481,89,12.5,5,13,205,17,30,4,0,9,0
4482,88,2,2,10,185,14,36,8,0,37,0
4483,79,0,0,11,209,17,35,5,0,11,0
4484,82,30,16,16,191,15,30,4,0,18,0
4485,87.5,10,4,16,217,19,30,4,0,6,0
4486,86,5,3,13,224,20,25,7,0,17,0
4487,85.5,0,5.5,16,233,21,30,6,0,27,0
4488,88,50,11,16,196,16,41,5,0,16,0
4489,80,100,10,15,240,22,35,3,0,8,0
4490,81,60,2,16,205,17,49,9,0,27,0
4491,85,50,7,15,245,23,30,3,0,5,0
4492,89,50,2,11,214,18,34,9,0,17,0
4493,76,0,4,12,248,23,NA,4,0,8,0
4494,76,0,16,16,218,19,38,6,0,20,0
4495,94,0,0,13,255,24,30,3,0,13,0
4496,92,90,16,15,225,20,39,9,0,20,0
4498,74,20,4,14,280,28,25,1,0,1,0
4499,79,60,10,16,232,21,44,9,0,51,0
4500,82,80,6,16,238,22,45,11,0,55,0
4501,71,20,2.5,14,287,29,31,1,0,1,0
4502,75.5,10,13,12,247,23,38,10,0,31,0
4505,94,40,16,15,253,24,38,9,0,26,0
4506,77,70,6,16,255,24,38,10,0,38,0
4507,73,90,6,15,268,26,36,5,0,9,0
4508,57.5,32.5,10,13,97,1,60,1,0,1,0
4509,82,25,4,16,273,27,40,8,0,27,0
4511,71,85,8,15,284,28,23,3,0,9,0
4514,61,10,16,15,291,29,22,3,0,3,0
4515,73,0,5,14,125,5,46,4,0,20,0
4516,64,0,8,15,295,30,27,3,0,3,0
4517,79,100,22,12,132,6,NA,4,0,32,0
4518,60.5,65,5,14,139,7,55,5,0,12,0
4520,79,72.5,5,15,147,9,65,11,0,28,0
4521,81,70,7.5,12,160,10,55,7,0,18,0
4522,74,90,5,14,167,11,75,8,0,14,0
4523,84,0,5,12,174,12,40,5,0,22,0
4524,81.5,100,NA,11,181,13,30,4,0,32,0
4525,72,15,5,15,187,14,70,8,0,45,0
4526,79.5,98,5,13,195,15,65,10,0,55,0
4528,65,12.5,4,11,101,2,40,2,0,2,0
4529,81,0,6,11,202,16,60,13,0,47,0
4530,83,5,10,14,105,3,45,1,0,1,0
4532,73,10,7,13,124,5,40,2,0,5,0
4533,65,5,13.5,15,130,6,55,2,0,2,0
4534,62.5,7.5,5.5,14,135,7,55,3,0,6,0
4535,74.5,4,16,12,142,8,45,1,0,3,0
4536,81.5,100,5,12,208,17,70,12,0,112,0
4537,82,0,5,15,222,19,60,12,0,150,0
4539,80,100,5,12,237,21,NA,14,0,94,0
4540,67,0,13,12,147,9,63,7,0,11,0
4541,66,12.5,4,11,154,10,55,2,0,5,0
4542,91,82.5,22,14,162,11,55,6,0,65,0
4543,80.5,0,6,12,170,12,50,7,0,44,0
4544,86,82.5,19,13,178,13,55,6,0,73,0
4545,92,0,4,13,183,14,57,9,0,48,0
4546,77,82.5,7,12,194,15,70,6,0,92,0
4547,81.5,0,4,16,201,16,56,9,0,104,0
4548,88,45,19,11,209,17,45,9,0,165,0
4549,87,15,4,12,213,18,60,11,0,70,0
4550,77.5,5,10,14,220,19,70,12,0,62,0
4551,87,75,22,13,228,20,80,13,0,66,0
4552,75.5,5,8,13,232,21,80,11,0,108,0
4553,77,0,16,14,241,22,70,9,0,64,0
4554,74.5,22.5,10,12,247,23,75,10,0,109,0
4555,87.5,40,3,15,253,24,60,9,0,166,0
4556,71.5,2.5,10,13,259,25,85,10,0,224,0
4557,67,0,9,14,271,26,40,5,0,57,0
4558,85,12.5,7,15,273,27,50,6,0,73,0
4559,65.5,95,7,14,282,28,45,3,0,25,0
4560,80.5,60,5,12,245,23,52,16,0,113,0
4561,56,15,4,16,91,1,85,2,0,2,0
4562,72,94.5,22,16,92,1,75,5,0,6,0
4563,82,0,0,11,251,23,45,17,0,57,0
4564,67,0,4,16,100,2,90,8,0,26,0
4565,83.5,10,8,14,106,3,76,9,0,28,0
4567,70.5,97.5,9,13,265,25,55,10,0,61,0
4569,76,99.5,0,16,120,5,30,2,0,2,0
4570,73.5,0,3,15,272,26,45,8,0,69,0
4571,71,0,0,16,125,5,72,7,0,13,0
4572,70,2,5,13,279,27,32,7,0,58,0
4573,75,5,13,13,101,2,55,2,0,2,0
4574,76,10,9,11,108,3,65,5,0,10,0
4576,78.5,90,2.5,16,127,6,80,9,0,21,0
4577,75.5,70,10,12,136,7,105,10,0,33,0
4578,67,2.5,5,13,121,5,65,4,0,22,0
4579,62.5,10,15,13,130,6,45,8,0,18,0
4580,73,2,8,14,143,8,105,12,0,30,0
4581,68,0,16.5,14,136,7,60,2,0,22,0
4582,86.5,50,9.5,13,151,9,90,15,0,47,0
4583,70,10,13,14,143,8,90,8,0,15,0
4584,76.5,85,3,13,149,9,60,7,0,17,0
4585,87,40,1,16,160,10,85,13,0,34,0
4586,72,0,8.5,10,159,10,65,11,0,25,0
4587,73,72.5,13,13,165,11,120,18,0,52,0
4588,76.5,99,10,12,164,11,125,10,0,43,0
4589,85,0,22,12,169,12,70,6,0,9,0
4590,88,27.5,1,13,171,12,100,8,0,15,0
4591,89.5,12.5,3.5,12,175,13,65,9,0,24,0
4592,84,72.5,16,11,178,13,140,15,0,49,0
4593,86,0,5,10,189,15,NA,14,0,39,0
4594,73,62.5,16.5,11,162,11,90,8,0,29,0
4595,84.5,2.5,20,11,197,16,75,15,0,51,0
4596,86.5,50,20,11,204,17,80,13,0,27,0
4597,88,20,2,14,211,18,80,9,0,41,0
4598,72.5,75,20,13,219,19,125,15,0,80,0
4599,86,0,20,11,225,20,75,19,0,84,0
4600,80,0,20,11,233,21,75,18,0,128,0
